,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_questions,consequent_questions,support_pct,confidence_pct
3293939,frozenset({'Q70_64.20520686777013'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[70],"[29, 30]",100.0,100.0
3293938,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q70_64.20520686777013'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 70]",100.0,100.0
3293937,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q70_64.20520686777013'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 70]",100.0,100.0
3293936,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q70_64.20520686777013'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 70]",[29],100.0,100.0
3293935,"frozenset({'Q29_Personen im Haushalt.3', 'Q70_64.20520686777013'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 70]",[30],100.0,100.0
3293934,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q70_64.20520686777013'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[70],100.0,100.0
3293933,frozenset({'Q70_61.777600178356806'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[70],"[29, 30]",100.0,100.0
3293932,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q70_61.777600178356806'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 70]",100.0,100.0
3293931,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q70_61.777600178356806', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[70, 30]",100.0,100.0
3293930,"frozenset({'Q70_61.777600178356806', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[70, 30]",[29],100.0,100.0
3293910,"frozenset({'Q29_Personen im Haushalt.3', 'Q99_Gesetzliche Krankenkasse.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 99]",[30],100.0,100.0
3293909,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q99_Zuf. Aktive Betreuung.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[99, 30]",100.0,100.0
3293908,frozenset({'Q99_Zuf. Aktive Betreuung.2'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[99],"[29, 30]",100.0,100.0
3293907,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q99_Zuf. Aktive Betreuung.2', 'Q29_Personen im Haushalt.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[99, 29]",100.0,100.0
3293888,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q98_Haushaltstypologie.4'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[98],100.0,100.0
3293887,"frozenset({'Q98_Haushaltstypologie.4', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[98, 30]",[29],100.0,100.0
3293886,"frozenset({'Q98_Haushaltstypologie.4', 'Q29_Personen im Haushalt.3'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[98, 29]",[30],100.0,100.0
3293885,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q28_Berufstätigkeit des Befragten.4'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 28]",100.0,100.0
3293884,frozenset({'Q28_Berufstätigkeit des Befragten.4'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[28],"[29, 30]",100.0,100.0
3293883,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q28_Berufstätigkeit des Befragten.4', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[28, 30]",100.0,100.0
3293882,"frozenset({'Q28_Berufstätigkeit des Befragten.4', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[28, 30]",[29],100.0,100.0
3293881,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q28_Berufstätigkeit des Befragten.4'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[28],100.0,100.0
3293880,"frozenset({'Q29_Personen im Haushalt.3', 'Q28_Berufstätigkeit des Befragten.4'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 28]",[30],100.0,100.0
3293879,frozenset({'Q28_Nutzung quad persönl. Kundenbereich.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[28],"[29, 30]",100.0,100.0
3293878,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 28]",100.0,100.0
3293877,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 28]",100.0,100.0
3293876,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 28]",[29],100.0,100.0
3293875,"frozenset({'Q29_Personen im Haushalt.3', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 28]",[30],100.0,100.0
3293874,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q28_Nutzung quad persönl. Kundenbereich.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[28],100.0,100.0
3293889,frozenset({'Q98_Haushaltstypologie.4'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[98],"[29, 30]",100.0,100.0
3293890,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q98_Haushaltstypologie.4', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[98, 30]",100.0,100.0
3293891,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q98_Haushaltstypologie.4', 'Q29_Personen im Haushalt.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[98, 29]",100.0,100.0
3293900,"frozenset({'Q98_Zuf. Aktive Betreuung', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[98, 30]",[29],100.0,100.0
3293906,"frozenset({'Q99_Zuf. Aktive Betreuung.2', 'Q29_Personen im Haushalt.3'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[99, 29]",[30],100.0,100.0
3293905,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q99_Zuf. Aktive Betreuung.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[99],100.0,100.0
3293904,"frozenset({'Q99_Zuf. Aktive Betreuung.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[99, 30]",[29],100.0,100.0
3293903,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q98_Zuf. Aktive Betreuung'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 98]",100.0,100.0
3293902,frozenset({'Q98_Zuf. Aktive Betreuung'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[98],"[29, 30]",100.0,100.0
3293901,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q98_Zuf. Aktive Betreuung', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[98, 30]",100.0,100.0
3293899,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q98_Zuf. Aktive Betreuung'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[98],100.0,100.0
3293892,"frozenset({'Q29_Personen im Haushalt.3', 'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 98]",[30],100.0,100.0
3293898,"frozenset({'Q29_Personen im Haushalt.3', 'Q98_Zuf. Aktive Betreuung'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 98]",[30],100.0,100.0
3293897,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 98]",100.0,100.0
3293896,frozenset({'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[98],"[29, 30]",100.0,100.0
3293895,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[98, 30]",100.0,100.0
3293894,"frozenset({'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[98, 30]",[29],100.0,100.0
3293893,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[98],100.0,100.0
3294096,"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q109_Anzahl Endgeräte für Internetnutzung.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[109],100.0,100.0
3294097,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 109]",[29],100.0,100.0
3294098,"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 109]",[30],100.0,100.0
3294304,frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[88, 30]",100.0,100.0
3294302,"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q88_Berufstätigkeit des Befragten.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[88],100.0,100.0
3294301,"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 30]",[29],100.0,100.0
3294300,"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q29_BIK-Stadtregion (in Tausend)'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 29]",[30],100.0,100.0
3294299,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q88_Nutzung Smartphone.1', 'Q29_BIK-Stadtregion (in Tausend)'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[88, 29]",100.0,100.0
3294298,frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),"frozenset({'Q88_Nutzung Smartphone.1', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[88, 30]",100.0,100.0
3294297,frozenset({'Q88_Nutzung Smartphone.1'}),"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[88],"[29, 30]",100.0,100.0
3294296,"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q88_Nutzung Smartphone.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[88],100.0,100.0
3294295,"frozenset({'Q88_Nutzung Smartphone.1', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 30]",[29],100.0,100.0
3294294,"frozenset({'Q88_Nutzung Smartphone.1', 'Q29_BIK-Stadtregion (in Tausend)'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 29]",[30],100.0,100.0
3294293,frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),"frozenset({'Q88_Alter.5', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[88, 30]",100.0,100.0
3294292,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q88_Alter.5', 'Q29_BIK-Stadtregion (in Tausend)'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[88, 29]",100.0,100.0
3294291,frozenset({'Q88_Alter.5'}),"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[88],"[29, 30]",100.0,100.0
3294290,"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q88_Alter.5'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[88],100.0,100.0
3294289,"frozenset({'Q88_Alter.5', 'Q29_BIK-Stadtregion (in Tausend)'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 29]",[30],100.0,100.0
3294288,"frozenset({'Q88_Alter.5', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 30]",[29],100.0,100.0
3294303,frozenset({'Q88_Berufstätigkeit des Befragten.2'}),"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[88],"[29, 30]",100.0,100.0
3294305,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q29_BIK-Stadtregion (in Tausend)'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[88, 29]",100.0,100.0
3294286,frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),"frozenset({'Q77_30.573116001834602', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[77, 30]",100.0,100.0
3294306,"frozenset({'Q29_Nutzung quad Newsletter', 'Q108_Personen im Haushalt.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 108]",[30],100.0,100.0
3294321,frozenset({'Q29_Nutzung quad Newsletter'}),"frozenset({'Q108_Beruf', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[108, 30]",100.0,100.0
3294320,"frozenset({'Q108_Beruf', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Nutzung quad Newsletter'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[29],100.0,100.0
3294319,"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Beruf'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[108],100.0,100.0
3294318,"frozenset({'Q29_Nutzung quad Newsletter', 'Q108_Beruf'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 108]",[30],100.0,100.0
3294317,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[29, 30]",100.0,100.0
3294316,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 108]",100.0,100.0
3294315,frozenset({'Q29_Nutzung quad Newsletter'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 108]",100.0,100.0
3294314,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q29_Nutzung quad Newsletter'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[29],100.0,100.0
3294313,"frozenset({'Q29_Nutzung quad Newsletter', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 108]",[30],100.0,100.0
3294312,"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[108],100.0,100.0
3294311,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q108_Personen im Haushalt.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 108]",100.0,100.0
3294310,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[29, 30]",100.0,100.0
3294309,frozenset({'Q29_Nutzung quad Newsletter'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[108, 30]",100.0,100.0
3294308,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Nutzung quad Newsletter'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[29],100.0,100.0
3294307,"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[108],100.0,100.0
3294287,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q77_30.573116001834602', 'Q29_BIK-Stadtregion (in Tausend)'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[77, 29]",100.0,100.0
3294285,frozenset({'Q77_30.573116001834602'}),"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[77],"[29, 30]",100.0,100.0
3294099,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 109]",100.0,100.0
3294266,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q62_Bundesländer.5'})",frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 62]",[29],100.0,100.0
3294264,"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q62_Bundesländer.5'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[62],100.0,100.0
3294263,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q62_Beruf.1', 'Q29_BIK-Stadtregion (in Tausend)'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[62, 29]",100.0,100.0
3294262,frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),"frozenset({'Q62_Beruf.1', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[62, 30]",100.0,100.0
3294261,frozenset({'Q62_Beruf.1'}),"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[62],"[29, 30]",100.0,100.0
3294260,"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q62_Beruf.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[62],100.0,100.0
3294259,"frozenset({'Q62_Beruf.1', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[62, 30]",[29],100.0,100.0
