,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_questions,consequent_questions,support_pct,confidence_pct
3293845,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Beruf'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[108],100.0,100.0
3293844,"frozenset({'Q29_Personen im Haushalt.3', 'Q108_Beruf'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 108]",[30],100.0,100.0
3293843,frozenset({'Q108_Arbeitswochenstunden.2'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[29, 30]",100.0,100.0
3293842,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 108]",100.0,100.0
3293841,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 108]",100.0,100.0
3293840,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 108]",[29],100.0,100.0
3293839,"frozenset({'Q29_Personen im Haushalt.3', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 108]",[30],100.0,100.0
3293838,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[108],100.0,100.0
3293837,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q108_Personen im Haushalt.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 108]",100.0,100.0
3293836,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[29, 30]",100.0,100.0
3293851,"frozenset({'Q29_Personen im Haushalt.3', 'Q109_BIK-Stadtregion (in Tausend)'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 109]",[30],100.0,100.0
3293853,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q109_BIK-Stadtregion (in Tausend)'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 109]",100.0,100.0
3293834,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[29],100.0,100.0
3293854,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q109_BIK-Stadtregion (in Tausend)'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 109]",100.0,100.0
3293869,"frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[28, 30]",[29],100.0,100.0
3293868,"frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q29_Personen im Haushalt.3'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[28, 29]",[30],100.0,100.0
3293867,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q109_Digitalisierung ist eher positiv als negativ'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 109]",100.0,100.0
3293866,frozenset({'Q109_Digitalisierung ist eher positiv als negativ'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[109],"[29, 30]",100.0,100.0
3293865,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q109_Digitalisierung ist eher positiv als negativ', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[109, 30]",100.0,100.0
3293864,"frozenset({'Q109_Digitalisierung ist eher positiv als negativ', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[109, 30]",[29],100.0,100.0
3293863,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q109_Digitalisierung ist eher positiv als negativ'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[109],100.0,100.0
3293862,"frozenset({'Q29_Personen im Haushalt.3', 'Q109_Digitalisierung ist eher positiv als negativ'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 109]",[30],100.0,100.0
3293861,frozenset({'Q109_Anzahl Endgeräte für Internetnutzung.3'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[109],"[29, 30]",100.0,100.0
3293860,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 109]",100.0,100.0
3293859,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 109]",100.0,100.0
3293858,"frozenset({'Q29_Personen im Haushalt.3', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 109]",[30],100.0,100.0
3293857,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 109]",[29],100.0,100.0
3293856,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q109_Anzahl Endgeräte für Internetnutzung.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[109],100.0,100.0
3293855,frozenset({'Q109_BIK-Stadtregion (in Tausend)'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[109],"[29, 30]",100.0,100.0
3293835,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[108, 30]",100.0,100.0
3293833,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[108],100.0,100.0
3293945,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q58_Reklamationszufriedenheit', 'Q29_Personen im Haushalt.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[58, 29]",100.0,100.0
3293814,"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q9_Legt Wert auf Nachhaltigkeit'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 30]",[9],100.0,100.0
3293812,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q88_Nutzung Smartphone.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[88, 9]",100.0,100.0
3293811,frozenset({'Q88_Nutzung Smartphone.1'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[88],"[30, 9]",100.0,100.0
3293810,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",frozenset({'Q88_Nutzung Smartphone.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 9]",[88],100.0,100.0
3293809,"frozenset({'Q88_Nutzung Smartphone.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 9]",[30],100.0,100.0
3293808,"frozenset({'Q88_Nutzung Smartphone.1', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q9_Legt Wert auf Nachhaltigkeit'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 30]",[9],100.0,100.0
3293807,frozenset({'Q9_Legt Wert auf Nachhaltigkeit'}),"frozenset({'Q88_Alter.5', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[9],"[88, 30]",100.0,100.0
3293806,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q88_Alter.5', 'Q9_Legt Wert auf Nachhaltigkeit'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[88, 9]",100.0,100.0
3293805,frozenset({'Q88_Alter.5'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[88],"[30, 9]",100.0,100.0
3293804,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",frozenset({'Q88_Alter.5'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 9]",[88],100.0,100.0
3293803,"frozenset({'Q88_Alter.5', 'Q9_Legt Wert auf Nachhaltigkeit'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 9]",[30],100.0,100.0
3293802,"frozenset({'Q88_Alter.5', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q9_Legt Wert auf Nachhaltigkeit'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 30]",[9],100.0,100.0
3293801,frozenset({'Q9_Legt Wert auf Nachhaltigkeit'}),"frozenset({'Q77_30.573116001834602', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[9],"[77, 30]",100.0,100.0
3293800,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q77_30.573116001834602', 'Q9_Legt Wert auf Nachhaltigkeit'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[77, 9]",100.0,100.0
3293799,frozenset({'Q77_30.573116001834602'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[77],"[30, 9]",100.0,100.0
3293798,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",frozenset({'Q77_30.573116001834602'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 9]",[77],100.0,100.0
3293813,frozenset({'Q9_Legt Wert auf Nachhaltigkeit'}),"frozenset({'Q88_Nutzung Smartphone.1', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[9],"[88, 30]",100.0,100.0
3293815,"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q9_Legt Wert auf Nachhaltigkeit'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 9]",[30],100.0,100.0
3293832,"frozenset({'Q29_Personen im Haushalt.3', 'Q108_Personen im Haushalt.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 108]",[30],100.0,100.0
3293816,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",frozenset({'Q88_Berufstätigkeit des Befragten.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 9]",[88],100.0,100.0
3293831,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q29_Personen im Haushalt.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 29]",100.0,100.0
3293830,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[29, 30]",100.0,100.0
3293829,frozenset({'Q29_Nutzung quad Newsletter'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[29, 30]",100.0,100.0
3293828,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Nutzung quad Newsletter'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[29],100.0,100.0
3293827,"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[29],100.0,100.0
3293826,"frozenset({'Q29_Nutzung quad Newsletter', 'Q29_Personen im Haushalt.3'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 29]",[30],100.0,100.0
3293825,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q29_BIK-Stadtregion (in Tausend)'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 29]",100.0,100.0
3293824,frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[29, 30]",100.0,100.0
3293823,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[29, 30]",100.0,100.0
3293822,"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[29],100.0,100.0
3293821,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[29],100.0,100.0
3293820,"frozenset({'Q29_Personen im Haushalt.3', 'Q29_BIK-Stadtregion (in Tausend)'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 29]",[30],100.0,100.0
3293819,frozenset({'Q9_Legt Wert auf Nachhaltigkeit'}),"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[9],"[88, 30]",100.0,100.0
3293818,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q9_Legt Wert auf Nachhaltigkeit'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[88, 9]",100.0,100.0
3293817,frozenset({'Q88_Berufstätigkeit des Befragten.2'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[88],"[30, 9]",100.0,100.0
3293870,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[28],100.0,100.0
3293871,frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[28],"[29, 30]",100.0,100.0
3293872,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[28, 30]",100.0,100.0
3293927,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q70_63.89293945455572'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 70]",100.0,100.0
3293925,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q70_63.89293945455572', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[70, 30]",100.0,100.0
3293924,"frozenset({'Q70_63.89293945455572', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[70, 30]",[29],100.0,100.0
3293923,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q70_63.89293945455572'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[70],100.0,100.0
3293922,"frozenset({'Q29_Personen im Haushalt.3', 'Q70_63.89293945455572'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 70]",[30],100.0,100.0
3293921,frozenset({'Q99_Vergleich Kassensysteme.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[99],"[29, 30]",100.0,100.0
3293920,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q99_Vergleich Kassensysteme.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 99]",100.0,100.0
3293919,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q99_Vergleich Kassensysteme.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 99]",100.0,100.0
3293918,"frozenset({'Q29_Personen im Haushalt.3', 'Q99_Vergleich Kassensysteme.1'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 99]",[30],100.0,100.0
3293917,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q99_Vergleich Kassensysteme.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 99]",[29],100.0,100.0
3293916,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q99_Vergleich Kassensysteme.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[99],100.0,100.0
3293915,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q99_Gesetzliche Krankenkasse.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 99]",100.0,100.0
3293914,frozenset({'Q99_Gesetzliche Krankenkasse.2'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[99],"[29, 30]",100.0,100.0
3293913,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q99_Gesetzliche Krankenkasse.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[99, 30]",100.0,100.0
3293912,"frozenset({'Q99_Gesetzliche Krankenkasse.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[99, 30]",[29],100.0,100.0
3293911,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q99_Gesetzliche Krankenkasse.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[99],100.0,100.0
3293926,frozenset({'Q70_63.89293945455572'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[70],"[29, 30]",100.0,100.0
3293928,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q70_61.777600178356806'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[70],100.0,100.0
3293873,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q29_Personen im Haushalt.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[28, 29]",100.0,100.0
3293929,"frozenset({'Q29_Personen im Haushalt.3', 'Q70_61.777600178356806'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 70]",[30],100.0,100.0
3293944,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q58_Reklamationszufriedenheit', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[58, 30]",100.0,100.0
3293943,frozenset({'Q58_Reklamationszufriedenheit'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[58],"[29, 30]",100.0,100.0
3293942,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q58_Reklamationszufriedenheit'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[58],100.0,100.0
3293941,"frozenset({'Q58_Reklamationszufriedenheit', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 30]",[29],100.0,100.0
3293940,"frozenset({'Q58_Reklamationszufriedenheit', 'Q29_Personen im Haushalt.3'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 29]",[30],100.0,100.0
